,object_number,rights,attribution
18328,2023-0050_0,Copyright Status Not Evaluated,
18329,2023-0051,Copyright Status Not Evaluated,
18330,2023-0052,CC0 1.0,
18331,2023-0053_0-7,CC0 1.0,
18332,2023-0053_1-7,CC0 1.0,
18333,2023-0053_2-7,CC0 1.0,
18334,2023-0053_3-7,CC0 1.0,
18335,2023-0053_4-7,CC0 1.0,
18336,2023-0053_5-7,CC0 1.0,
18337,2023-0053_6-7,CC0 1.0,
18338,2023-0053_7-7,CC0 1.0,
18339,2023-0054_0-3,CC0 1.0,
18340,2023-0054_1-3,CC0 1.0,
18341,2023-0054_2-3,CC0 1.0,
18342,2023-0054_3-3,CC0 1.0,
18343,2023-0055,CC0 1.0,
18344,2023-0056,CC0 1.0,
18345,2023-0057,CC0 1.0,
18346,2023-0058,Copyright Status Not Evaluated,
18347,2023-0059_0-5,Copyright Status Not Evaluated,
18348,2023-0060,Copyright Status Not Evaluated,
18349,2023-0061,Copyright Status Not Evaluated,
18350,2023-0062,Copyright Status Not Evaluated,
18351,2023-0063,Copyright Status Not Evaluated,
18352,2023-0064,Copyright Status Not Evaluated,
18353,2023-0065,Copyright Status Not Evaluated,
18354,2023-0066,Copyright Status Not Evaluated,
18355,2023-0067,Copyright Status Not Evaluated,
18356,2023-0068,Copyright Status Not Evaluated,
18357,2023-0069,Copyright Status Not Evaluated,
18358,2023-0070,Copyright Status Not Evaluated,
18359,2023-0071,Copyright Status Not Evaluated,
18360,2023-0072,Copyright Status Not Evaluated,
18361,2023-0073,Copyright Status Not Evaluated,
18362,2023-0074,Copyright Status Not Evaluated,
18363,2023-0075,Copyright Status Not Evaluated,
18364,2023-0076,Copyright Status Not Evaluated,
18365,2024,CC0 1.0,
18366,2024-0001,CC BY-NC-ND 4.0,Sep Verboom
18367,2024-0002_0-4,CC BY-NC-ND 4.0,Sep Verboom
18368,2024-0002_1-4,CC BY-NC-ND 4.0,Sep Verboom
18369,2024-0002_2-4,CC BY-NC-ND 4.0,Sep Verboom
18370,2024-0002_3-4,CC BY-NC-ND 4.0,Sep Verboom
18371,2024-0002_4-4,CC BY-NC-ND 4.0,Sep Verboom
18372,2024-0003_0,CC0 1.0,
18373,2024-0003_1_0-8,CC0 1.0,
18374,2024-0003_1_1-8,CC0 1.0,
18375,2024-0003_1_2-8,CC0 1.0,
18376,2024-0003_1_3-8,CC0 1.0,
18377,2024-0003_1_4-8,CC0 1.0,
18378,2024-0003_1_5-8,CC0 1.0,
18379,2024-0003_1_6-8,CC0 1.0,
18380,2024-0003_1_7-8,CC0 1.0,
18381,2024-0003_1_8-8,CC0 1.0,
18382,2024-0003_2_0-2,CC0 1.0,
18383,2024-0003_2_1-2,CC0 1.0,
18384,2024-0003_2_2-2,CC0 1.0,
18385,2024-0003_3_00-16,CC0 1.0,
18386,2024-0003_3_01-16,CC0 1.0,
18387,2024-0003_3_02-16,CC0 1.0,
18388,2024-0003_3_03-16,CC0 1.0,
18389,2024-0003_3_04-16,CC0 1.0,
18390,2024-0003_3_05-16,CC0 1.0,
18391,2024-0003_3_06-16,CC0 1.0,
18392,2024-0003_3_07-16,CC0 1.0,
18393,2024-0003_3_08-16,CC0 1.0,
18394,2024-0003_3_09-16,CC0 1.0,
18395,2024-0003_3_10-16,CC0 1.0,
18396,2024-0003_3_11-16,CC0 1.0,
18397,2024-0003_3_12-16,CC0 1.0,
18398,2024-0003_3_13-16,CC0 1.0,
18399,2024-0003_3_14-16,CC0 1.0,
18400,2024-0003_3_15-16,CC0 1.0,
18401,2024-0003_3_16-16,CC0 1.0,
18402,2024-0003_4_0-3,CC0 1.0,
18403,2024-0003_4_1-3,CC0 1.0,
18404,2024-0003_4_2-3,CC0 1.0,
18405,2024-0003_4_3-3,CC0 1.0,
18406,2024-0003_5,CC0 1.0,
18407,2024-0004_0-4,CC BY-NC-ND 4.0,Adam Miller
18408,2024-0004_1-4,CC BY-NC-ND 4.0,Adam Miller
18409,2024-0004_2-4,CC BY-NC-ND 4.0,Adam Miller
18410,2024-0004_3-4,CC BY-NC-ND 4.0,Adam Miller
18411,2024-0004_4-4,CC BY-NC-ND 4.0,Adam Miller
18412,2024-0005,Copyright Status Not Evaluated,
18413,2024-0006,CC BY-NC-ND 4.0,Marjan van Aubel
18414,2024-0007_0-3,CC BY-NC-ND 4.0,Tupperware
18415,2024-0008_0-2,CC0 1.0,
18416,2024-0009_00-20,CC0 1.0,
18417,2024-0010,CC0 1.0,
18418,2024-0011,CC0 1.0,
18419,2024-0012,CC0 1.0,
18420,2024-0013,CC0 1.0,
18421,2024-0014_0,CC0 1.0,
18422,2024-0014_1,CC0 1.0,
18423,2024-0014_2,CC0 1.0,
18424,2024-0014_3,CC0 1.0,
18425,2024-0014_4,CC0 1.0,
18426,2024-0014_5,CC0 1.0,
18427,2024-0015,CC0 1.0,
18428,2024-0016,CC0 1.0,
18429,2024-0017_0-4,Copyright Status Not Evaluated,
18430,2024-0018_0-6,Copyright Status Not Evaluated,
18431,2024-0019_00-12,Copyright Status Not Evaluated,
18432,2024-0020_0-3,Copyright Status Not Evaluated,
18433,2024-0021_0-6,Copyright Status Not Evaluated,
18434,2024-0022_0-6,Copyright Status Not Evaluated,
18435,2024-0023_0-8,Copyright Status Not Evaluated,
18436,2024-0024_00-10,CC BY-NC-ND 4.0,Kaj Gabriel Franck; Fiskars Group
18437,2024-0025_00-10,Copyright Status Not Evaluated,
18438,2024-0026_00-14,Copyright Status Not Evaluated,
18439,2024-0027,CC0 1.0,
18440,2024-0028,CC0 1.0,
18441,2024-0029,CC0 1.0,
18442,2024-0030_0-2,CC0 1.0,
18443,2024-0030_1-2,CC0 1.0,
18444,2024-0030_2-2,CC0 1.0,
18445,2024-0031_0-2,CC0 1.0,
18446,2024-0031_1-2,CC0 1.0,
18447,2024-0031_2-2,CC0 1.0,
18448,2024-0032,Copyright Status Not Evaluated,
18449,2024-0033,CC0 1.0,
18450,2024-0034,CC BY-NC-ND 4.0,Barber Osgerby
18451,2024-0035,Copyright Status Not Evaluated,
18452,2024-0036,CC BY-NC-ND 4.0,Dirk De Cock; Klaar van Noten
18453,2024-0037_00-13,CC0 1.0,
18454,2024-0038,Copyright Status Not Evaluated,
18455,2024-0039,Copyright Status Not Evaluated,
18456,2024-0040,Copyright Status Not Evaluated,
18457,2024-0041,Copyright Status Not Evaluated,
18458,2024-0042,Copyright Status Not Evaluated,
18459,2024-0043,Copyright Status Not Evaluated,
18460,2024-0044_0-2,CC0 1.0,
18461,2024-0044_1-2,CC0 1.0,
18462,2024-0044_2-2,CC0 1.0,
18463,2024-0045_0-8,Copyright Status Not Evaluated,
18464,2024-0045_1-8,Copyright Status Not Evaluated,
18465,2024-0045_2-8,Copyright Status Not Evaluated,
18466,2024-0045_3-8,Copyright Status Not Evaluated,
18467,2024-0045_4-8,Copyright Status Not Evaluated,
18468,2024-0045_5-8,Copyright Status Not Evaluated,
18469,2024-0045_6-8,Copyright Status Not Evaluated,
18470,2024-0045_7-8,Copyright Status Not Evaluated,
18471,2024-0045_8-8,Copyright Status Not Evaluated,
18472,2024-0046,CC BY-NC-ND 4.0,Ann Demeulemeester
18473,2024-0047_0-3,CC BY-NC-ND 4.0,Ann Demeulemeester
18474,2024-0047_1-3,CC BY-NC-ND 4.0,Ann Demeulemeester
18475,2024-0047_2-3,CC BY-NC-ND 4.0,Ann Demeulemeester
18476,2024-0047_3-3,CC BY-NC-ND 4.0,Ann Demeulemeester
18477,2024-0048_0-3,CC BY-NC-ND 4.0,Ann Demeulemeester
18478,2024-0048_1-3,CC BY-NC-ND 4.0,Ann Demeulemeester
18479,2024-0048_2-3,CC BY-NC-ND 4.0,Ann Demeulemeester
18480,2024-0048_3-3,CC BY-NC-ND 4.0,Ann Demeulemeester
18481,2024-0049_0-2,CC BY-NC-ND 4.0,Ann Demeulemeester
18482,2024-0049_1-2,CC BY-NC-ND 4.0,Ann Demeulemeester
18483,2024-0049_2-2,CC BY-NC-ND 4.0,Ann Demeulemeester
18484,2024-0050_0-6,CC BY-NC-ND 4.0,Ann Demeulemeester
18485,2024-0050_1-6,CC BY-NC-ND 4.0,Ann Demeulemeester
18486,2024-0050_2-6,CC BY-NC-ND 4.0,Ann Demeulemeester
18487,2024-0050_3-6,CC BY-NC-ND 4.0,Ann Demeulemeester
18488,2024-0050_4-6,CC BY-NC-ND 4.0,Ann Demeulemeester
18489,2024-0050_5-6,CC BY-NC-ND 4.0,Ann Demeulemeester
18490,2024-0050_6-6,CC BY-NC-ND 4.0,Ann Demeulemeester
18491,2024-0051_0-3,CC BY-NC-ND 4.0,Ann Demeulemeester
18492,2024-0051_1-3,CC BY-NC-ND 4.0,Ann Demeulemeester
18493,2024-0051_2-3,CC BY-NC-ND 4.0,Ann Demeulemeester
18494,2024-0051_3-3,CC BY-NC-ND 4.0,Ann Demeulemeester
18495,2024-0052_0-3,CC BY-NC-ND 4.0,Ann Demeulemeester
18496,2024-0052_1-3,CC BY-NC-ND 4.0,Ann Demeulemeester
18497,2024-0052_2-3,CC BY-NC-ND 4.0,Ann Demeulemeester
18498,2024-0052_3-3,CC BY-NC-ND 4.0,Ann Demeulemeester
18499,2024-0053_0-2,CC BY-NC-ND 4.0,Ann Demeulemeester
18500,2024-0053_1-2,CC BY-NC-ND 4.0,Ann Demeulemeester
18501,2024-0053_2-2,CC BY-NC-ND 4.0,Ann Demeulemeester
18502,2024-0054,In Copyright - unknown rightsholder,
18503,2024-0055,CC0 1.0,
18504,2024-0056,In Copyright - unknown rightsholder,
18505,2024-0057,CC0 1.0,
18506,2024-0058,CC0 1.0,
18507,2024-0059,CC0 1.0,
18508,2024-0060,CC0 1.0,
18509,2024-0061,CC0 1.0,
18510,2024-0062,CC0 1.0,
18511,2024-0063,CC0 1.0,
18512,2024-0064,In Copyright - unknown rightsholder,
18513,2024-0065,CC0 1.0,
18514,2024-0066,CC0 1.0,
18515,2024-0067,CC0 1.0,
18516,2024-0068,CC0 1.0,
18517,2024-0069,CC0 1.0,
18518,2024-0070,CC0 1.0,
18519,2024-0071,CC0 1.0,
18520,2024-0072,CC0 1.0,
18521,2024-0073,CC0 1.0,
18522,2024-0074,CC0 1.0,
18523,2024-0075,CC0 1.0,
18524,2024-0076,CC0 1.0,
18525,2024-0077,CC0 1.0,
18526,2024-0078,Copyright Status Not Evaluated,
18527,2024-0079,Copyright Status Not Evaluated,
18528,2024-0080,Copyright Status Not Evaluated,
18529,2024-0081,Copyright Status Not Evaluated,
18530,2024-0082,Copyright Status Not Evaluated,
18531,2024-0083_0-3,Copyright Status Not Evaluated,
18532,2024-0083_1-3,Copyright Status Not Evaluated,
18533,2024-0083_2-3,Copyright Status Not Evaluated,
18534,2024-0083_3-3,Copyright Status Not Evaluated,
18535,2024-0084,Copyright Status Not Evaluated,
18536,2024-0085,Copyright Status Not Evaluated,
18537,2024-0086_0-2,Copyright Status Not Evaluated,
18538,2024-0086_1-2,Copyright Status Not Evaluated,
18539,2024-0086_2-2,Copyright Status Not Evaluated,
18540,2024-0087,Copyright Status Not Evaluated,
18541,2024-0088,Copyright Status Not Evaluated,
18542,2024-0089,Copyright Status Not Evaluated,
18543,2024-0090,Copyright Status Not Evaluated,
18544,2024-0091,Copyright Status Not Evaluated,
18545,2024-0092,Copyright Status Not Evaluated,
18546,2024-0093,Copyright Status Not Evaluated,
18547,2024-0094_0-2,Copyright Status Not Evaluated,
18548,2024-0094_1-2,Copyright Status Not Evaluated,
18549,2024-0094_2-2,Copyright Status Not Evaluated,
18550,2024-0095_0-2,Copyright Status Not Evaluated,
18551,2024-0095_1-2,Copyright Status Not Evaluated,
18552,2024-0095_2-2,Copyright Status Not Evaluated,
18553,2024-0096,Copyright Status Not Evaluated,
18554,2024-0097,Copyright Status Not Evaluated,
18555,2024-0098,Copyright Status Not Evaluated,
18556,2024-0099_0-2,Copyright Status Not Evaluated,
18557,2024-0099_1-2,Copyright Status Not Evaluated,
18558,2024-0099_2-2,Copyright Status Not Evaluated,
18559,2024-0100,Copyright Status Not Evaluated,
18560,2024-0101,Copyright Status Not Evaluated,
18561,2024-0102,Copyright Status Not Evaluated,
18562,2024-0103_0-2,Copyright Status Not Evaluated,
18563,2024-0103_1-2,Copyright Status Not Evaluated,
18564,2024-0103_2-2,Copyright Status Not Evaluated,
18565,2024-0104,Copyright Status Not Evaluated,
18566,2024-0105,Copyright Status Not Evaluated,
18567,2024-0106_0-3,Copyright Status Not Evaluated,
18568,2024-0106_1-3,Copyright Status Not Evaluated,
18569,2024-0106_2-3,Copyright Status Not Evaluated,
18570,2024-0106_3-3,Copyright Status Not Evaluated,
18571,2024-0107,Copyright Status Not Evaluated,
18572,2024-0108,Copyright Status Not Evaluated,
18573,2024-0109,Copyright Status Not Evaluated,
18574,2024-0110,Copyright Status Not Evaluated,
18575,2024-0111,Copyright Status Not Evaluated,
18576,2024-0112,Copyright Status Not Evaluated,
18577,2024-0113_00-28,CC0 1.0,
18578,2024-0114_0-3,CC0 1.0,
18579,2024-0115_0-3,CC0 1.0,
18580,2024-0116_0-2,CC0 1.0,
18581,2024-0117_0-3,CC0 1.0,
18582,2024-0118_0-6,CC0 1.0,
18583,2024-0119_0-2,CC0 1.0,
18584,2024-0120_0-2,CC0 1.0,
18585,2024-0121_0-4,CC0 1.0,
18586,2024-0122_0-4,CC0 1.0,
18587,2024-0123_0-5,CC0 1.0,
18588,2024-0124_0-5,CC0 1.0,
18589,2024-0125_0-3,CC0 1.0,
18590,2024-0126_0-3,CC0 1.0,
18591,2024-0127_0-3,CC0 1.0,
18592,2024-0128_0-2,CC0 1.0,
18593,2024-0129_0-3,CC0 1.0,
18594,2024-0130_0-2,CC0 1.0,
18595,2024-0131_0-7,CC0 1.0,
18596,2024-0132_0-5,CC0 1.0,
18597,2025,CC0 1.0,
18598,2025-0001,CC0 1.0,
18599,2025-0002_0-2,Copyright Status Not Evaluated,
18600,2025-0003_0-2,CC0 1.0,
18601,2025-0004_0-8,Copyright Status Not Evaluated,
18602,2025-0004_1-8,Copyright Status Not Evaluated,
18603,2025-0004_2-8,Copyright Status Not Evaluated,
18604,2025-0004_3-8,Copyright Status Not Evaluated,
18605,2025-0004_4-8,Copyright Status Not Evaluated,
18606,2025-0004_5-8,Copyright Status Not Evaluated,
18607,2025-0004_6-8,Copyright Status Not Evaluated,
18608,2025-0004_7-8,Copyright Status Not Evaluated,
18609,2025-0004_8-8,Copyright Status Not Evaluated,
18610,2025-0005_0-9,Copyright Status Not Evaluated,
18611,2025-0005_1-9,Copyright Status Not Evaluated,
18612,2025-0005_2-9,Copyright Status Not Evaluated,
18613,2025-0005_3-9,Copyright Status Not Evaluated,
18614,2025-0005_4-9,Copyright Status Not Evaluated,
18615,2025-0005_5-9,Copyright Status Not Evaluated,
18616,2025-0005_6-9,Copyright Status Not Evaluated,
18617,2025-0005_7-9,Copyright Status Not Evaluated,
18618,2025-0005_8-9,Copyright Status Not Evaluated,
18619,2025-0005_9-9,Copyright Status Not Evaluated,
18620,2025-0006_0-7,Copyright Status Not Evaluated,
18621,2025-0006_1-7,Copyright Status Not Evaluated,
18622,2025-0006_2-7,Copyright Status Not Evaluated,
18623,2025-0006_3-7,Copyright Status Not Evaluated,
18624,2025-0006_4-7,Copyright Status Not Evaluated,
18625,2025-0006_5-7,Copyright Status Not Evaluated,
18626,2025-0006_6-7,Copyright Status Not Evaluated,
18627,2025-0006_7-7,Copyright Status Not Evaluated,
18628,2025-0007_0-8,Copyright Status Not Evaluated,
18629,2025-0007_1-8,Copyright Status Not Evaluated,
18630,2025-0007_2-8,Copyright Status Not Evaluated,
18631,2025-0007_3-8,Copyright Status Not Evaluated,
18632,2025-0007_4-8,Copyright Status Not Evaluated,
18633,2025-0007_5-8,Copyright Status Not Evaluated,
18634,2025-0007_6-8,Copyright Status Not Evaluated,
18635,2025-0007_7-8,Copyright Status Not Evaluated,
18636,2025-0007_8-8,Copyright Status Not Evaluated,
18637,2026,CC0 1.0,
18638,2027,CC0 1.0,
18639,2028,CC0 1.0,
18640,2029,CC0 1.0,
18641,2030,CC0 1.0,
18642,2031,CC0 1.0,
18643,2032,CC0 1.0,
18644,2033,CC0 1.0,
18645,2034,CC0 1.0,
18646,2035,CC0 1.0,
18647,2036,CC0 1.0,
18648,2037,CC0 1.0,
18649,2038,CC0 1.0,
18650,2039,CC0 1.0,
18651,2040,CC0 1.0,
18652,2041,CC0 1.0,
18653,2042,CC0 1.0,
18654,2043,CC0 1.0,
18655,2044,CC0 1.0,
18656,2045,CC0 1.0,
18657,2046,CC0 1.0,
18658,2047,CC0 1.0,
18659,2048,CC0 1.0,
18660,2049,CC0 1.0,
18661,2050,Copyright Status Not Evaluated,
18662,2051,CC0 1.0,
18663,2052,CC0 1.0,
18664,2053,CC0 1.0,
18665,2054,CC0 1.0,
18666,2055,CC0 1.0,
18667,2056,Copyright Status Not Evaluated,
18668,2057,Copyright Status Not Evaluated,
18669,2058,Copyright Status Not Evaluated,
18670,2059,Copyright Status Not Evaluated,
18671,2060,Copyright Status Not Evaluated,
18672,2061,Copyright Status Not Evaluated,
18673,2062,Copyright Status Not Evaluated,
18674,2063,Copyright Status Not Evaluated,
18675,2064,Copyright Status Not Evaluated,
18676,2065,CC0 1.0,
18677,2066,CC0 1.0,
18678,2067,CC0 1.0,
18679,2068,Copyright Status Not Evaluated,
18680,2069,CC0 1.0,
18681,2070,CC0 1.0,
18682,2071,Copyright Status Not Evaluated,
18683,2072,Copyright Status Not Evaluated,
18684,2073,Copyright Status Not Evaluated,
18685,2074,Copyright Status Not Evaluated,
18686,2075,Copyright Status Not Evaluated,
18687,2076,CC0 1.0,
18688,2077,CC0 1.0,
18689,2078,CC0 1.0,
18690,2079,CC0 1.0,
18691,2080,CC0 1.0,
18692,2081,Copyright Status Not Evaluated,
18693,2082,Copyright Status Not Evaluated,
18694,2083,CC0 1.0,
18695,2084,CC0 1.0,
18696,2085,Copyright Status Not Evaluated,
18697,2086,CC0 1.0,
18698,2087,CC0 1.0,
18699,2088,CC0 1.0,
18700,2089,CC0 1.0,
18701,2090,CC0 1.0,
18702,2091,Copyright Status Not Evaluated,
18703,2092,Copyright Status Not Evaluated,
18704,2093,Copyright Status Not Evaluated,
18705,2094,Copyright Status Not Evaluated,
18706,2095,Copyright Status Not Evaluated,
18707,2096,CC0 1.0,
18708,2097,CC0 1.0,
18709,2098,Copyright Status Not Evaluated,
18710,2099,Copyright Status Not Evaluated,
18711,2100,CC0 1.0,
18712,2101,CC0 1.0,
18713,2102,CC0 1.0,
18714,2103,CC0 1.0,
18715,2104,CC0 1.0,
18716,2105,CC0 1.0,
18717,2106,CC0 1.0,
18718,2107,CC0 1.0,
18719,2108,CC0 1.0,
18720,2109,CC0 1.0,
18721,2110,Copyright Status Not Evaluated,
18722,2111_0-2,CC0 1.0,
18723,2111_1-2,CC0 1.0,
18724,2111_2-2,CC0 1.0,
18725,2112,CC0 1.0,
18726,2113_0-2,CC0 1.0,
18727,2113_1-2,CC0 1.0,
18728,2113_2-2,CC0 1.0,
18729,2114,CC0 1.0,
18730,2115,CC0 1.0,
18731,2116,CC0 1.0,
18732,2117,CC0 1.0,
18733,2118,CC0 1.0,
18734,2119,CC0 1.0,
18735,2120,CC0 1.0,
18736,2121,CC0 1.0,
18737,2122,CC0 1.0,
18738,2123,CC0 1.0,
18739,2124,CC0 1.0,
18740,2125,CC0 1.0,
18741,2126,CC0 1.0,
18742,2127,CC0 1.0,
18743,2128,CC0 1.0,
18744,2129,CC0 1.0,
18745,2130,CC0 1.0,
18746,2131,CC0 1.0,
18747,2132,CC0 1.0,
18748,2133,CC0 1.0,
18749,2134,CC0 1.0,
18750,2135,CC0 1.0,
18751,2136,CC0 1.0,
18752,2137,CC0 1.0,
18753,2138,CC0 1.0,
18754,2139,CC0 1.0,
18755,2140,CC0 1.0,
18756,2141,CC0 1.0,
18757,2142,CC0 1.0,
18758,2143,CC0 1.0,
18759,2144,CC0 1.0,
18760,2145,CC0 1.0,
18761,2146,CC0 1.0,
18762,2147,CC0 1.0,
18763,2148,Copyright Status Not Evaluated,
18764,2149,CC0 1.0,
18765,2150,CC0 1.0,
18766,2151,Copyright Status Not Evaluated,
18767,2152,CC0 1.0,
18768,2153,CC0 1.0,
18769,2154,Copyright Status Not Evaluated,
18770,2155,CC0 1.0,
18771,2156,CC0 1.0,
18772,2157,CC0 1.0,
18773,2158,CC0 1.0,
18774,2159,CC0 1.0,
18775,2160,CC0 1.0,
18776,2161,CC0 1.0,
18777,2162,CC0 1.0,
18778,2163,CC0 1.0,
18779,2164,CC0 1.0,
18780,2165,CC0 1.0,
18781,2166,CC0 1.0,
18782,2167,CC0 1.0,
18783,2168,CC0 1.0,
18784,2169,CC0 1.0,
18785,2170,CC0 1.0,
18786,2171,CC0 1.0,
18787,2172,CC0 1.0,
18788,2173,CC0 1.0,
18789,2174,CC0 1.0,
18790,2175,CC0 1.0,
18791,2176,CC0 1.0,
18792,2177,CC0 1.0,
18793,2178,CC0 1.0,
18794,2179,CC0 1.0,
18795,2180,CC0 1.0,
18796,2181,CC0 1.0,
18797,2182,Copyright Status Not Evaluated,
18798,2183,Copyright Status Not Evaluated,
18799,2184,Copyright Status Not Evaluated,
18800,2185_0-2,CC0 1.0,
18801,2185_1-2,CC0 1.0,
18802,2185_2-2,CC0 1.0,
18803,2186,CC0 1.0,
18804,2187,CC0 1.0,
18805,2188,CC0 1.0,
18806,2189,CC0 1.0,
18807,2190,CC0 1.0,
18808,2191,CC0 1.0,
18809,2192,Copyright Status Not Evaluated,
18810,2193,CC0 1.0,
18811,2194,CC0 1.0,
18812,2195,CC0 1.0,
18813,2196,CC0 1.0,
18814,2197,Copyright Status Not Evaluated,
18815,2198,CC0 1.0,
18816,2199,Copyright Status Not Evaluated,
18817,2200,CC0 1.0,
18818,2201,CC0 1.0,
18819,2202,CC0 1.0,
18820,2203,Copyright Status Not Evaluated,
18821,2204,CC0 1.0,
18822,2205,CC0 1.0,
18823,2206,Copyright Status Not Evaluated,
18824,2207,CC0 1.0,
18825,2208,CC0 1.0,
18826,2209,Copyright Status Not Evaluated,
18827,2210,CC0 1.0,
18828,2211,CC0 1.0,
18829,2212,Copyright Status Not Evaluated,
18830,2213,Copyright Status Not Evaluated,
18831,2214,CC0 1.0,
18832,2215,Copyright Status Not Evaluated,
18833,2216_1-3,CC0 1.0,
18834,2216_2-3,CC0 1.0,
18835,2216_3-3,CC0 1.0,
18836,2217,CC0 1.0,
18837,2218,CC0 1.0,
18838,2219,CC0 1.0,
18839,2220,CC0 1.0,
18840,2221,CC0 1.0,
18841,2222,Copyright Status Not Evaluated,
18842,2223,CC0 1.0,
18843,2224,CC0 1.0,
18844,2225,CC0 1.0,
18845,2226_0-5,CC0 1.0,
18846,2226_1-5,CC0 1.0,
18847,2226_2-5,CC0 1.0,
18848,2226_3-5,CC0 1.0,
18849,2226_4-5,CC0 1.0,
18850,2226_5-5,CC0 1.0,
18851,2227,CC0 1.0,
18852,2228,CC0 1.0,
18853,2229,CC0 1.0,
18854,2230,CC0 1.0,
18855,2231,CC0 1.0,
18856,2232,CC0 1.0,
18857,2233,CC0 1.0,
18858,2234,CC0 1.0,
18859,2235,CC0 1.0,
18860,2236,CC0 1.0,
18861,2237,CC0 1.0,
18862,2238,CC0 1.0,
18863,2239,CC0 1.0,
18864,2240,Copyright Status Not Evaluated,
18865,2241,Copyright Status Not Evaluated,
18866,2242,Copyright Status Not Evaluated,
18867,2243,CC0 1.0,
18868,2244,CC0 1.0,
18869,2245,CC0 1.0,
18870,2246,CC0 1.0,
18871,2247,CC0 1.0,
18872,2248,CC0 1.0,
18873,2249,Copyright Status Not Evaluated,
18874,2250,CC0 1.0,
18875,2251,CC0 1.0,
18876,2252,CC0 1.0,
18877,2253,CC0 1.0,
18878,2254,CC0 1.0,
18879,2255,CC0 1.0,
18880,2256,CC0 1.0,
18881,2257,CC0 1.0,
18882,2258,CC0 1.0,
18883,2259,Copyright Status Not Evaluated,
18884,2260,Copyright Status Not Evaluated,
18885,2261,Copyright Status Not Evaluated,
18886,2262,Copyright Status Not Evaluated,
18887,2263,CC0 1.0,
18888,2264,CC0 1.0,
18889,2265,CC0 1.0,
18890,2266,Copyright Status Not Evaluated,
18891,2267,Copyright Status Not Evaluated,
18892,2268,Copyright Status Not Evaluated,
18893,2269,Copyright Status Not Evaluated,
18894,2270,CC0 1.0,
18895,2271,CC0 1.0,
18896,2272,CC0 1.0,
18897,2273,CC0 1.0,
18898,2274,CC0 1.0,
18899,2275,CC0 1.0,
18900,2276,CC0 1.0,
18901,2277,CC0 1.0,
18902,2278,CC0 1.0,
18903,2279,CC0 1.0,
18904,2280,CC0 1.0,
18905,2281,CC0 1.0,
18906,2282,CC0 1.0,
18907,2283,CC0 1.0,
18908,2284,CC0 1.0,
18909,2285,Copyright Status Not Evaluated,
18910,2286,CC0 1.0,
18911,2287,CC0 1.0,
18912,2288,CC0 1.0,
18913,2289,CC0 1.0,
18914,2290,CC0 1.0,
18915,2291,CC0 1.0,
18916,2292,CC0 1.0,
18917,2293,CC0 1.0,
18918,2294,CC0 1.0,
18919,2295,CC0 1.0,
18920,2296,CC0 1.0,
18921,2297,CC0 1.0,
18922,2298,CC0 1.0,
18923,2299,CC0 1.0,
18924,2300,CC0 1.0,
18925,2301,Copyright Status Not Evaluated,
18926,2302,CC0 1.0,
18927,2303,CC0 1.0,
18928,2304,CC0 1.0,
18929,2305,CC0 1.0,
18930,2306,CC0 1.0,
18931,2307,CC0 1.0,
18932,2308,CC0 1.0,
18933,2309,CC0 1.0,
18934,2310,CC0 1.0,
18935,2311,CC0 1.0,
18936,2312,CC0 1.0,
18937,2313,CC0 1.0,
18938,2314,CC0 1.0,
18939,2315,CC0 1.0,
18940,2316,CC0 1.0,
18941,2317,CC0 1.0,
18942,2318,CC0 1.0,
18943,2319,CC0 1.0,
18944,2320,CC0 1.0,
18945,2321,CC0 1.0,
18946,2322,CC0 1.0,
18947,2323,CC0 1.0,
18948,2324,CC0 1.0,
18949,2325,CC0 1.0,
18950,2326,CC0 1.0,
18951,2327,CC0 1.0,
18952,2328,CC0 1.0,
18953,2329,CC0 1.0,
18954,2330,CC0 1.0,
18955,2331,Copyright Status Not Evaluated,
18956,2332,CC0 1.0,
18957,2333,CC0 1.0,
18958,2334,CC0 1.0,
18959,2335,CC0 1.0,
18960,2336,CC0 1.0,
18961,2337,CC0 1.0,
18962,2338,CC0 1.0,
18963,2339,CC0 1.0,
18964,2340,CC0 1.0,
18965,2341,CC0 1.0,
18966,2342,CC0 1.0,
18967,2343,CC0 1.0,
18968,2344,CC0 1.0,
18969,2345,CC0 1.0,
18970,2346,CC0 1.0,
18971,2347,CC0 1.0,
18972,2348,CC0 1.0,
18973,2349,CC0 1.0,
18974,2350,CC0 1.0,
18975,2351,CC0 1.0,
18976,2352,CC0 1.0,
18977,2353,CC0 1.0,
18978,2354,CC0 1.0,
18979,2355,CC0 1.0,
18980,2356,CC0 1.0,
18981,2357,CC0 1.0,
18982,2358,CC0 1.0,
18983,2359,CC0 1.0,
18984,2360,CC0 1.0,
18985,2361,CC0 1.0,
18986,2362,CC0 1.0,
18987,2363,CC0 1.0,
18988,2364,CC0 1.0,
18989,2365,CC0 1.0,
18990,2366,CC0 1.0,
18991,2367,CC0 1.0,
18992,2368,CC0 1.0,
18993,2369,CC0 1.0,
18994,2370,CC0 1.0,
18995,2371,CC0 1.0,
18996,2372,CC0 1.0,
18997,2373,CC0 1.0,
18998,2374,CC0 1.0,
18999,2375,CC0 1.0,
19000,2376,CC0 1.0,
19001,2377,CC0 1.0,
19002,2378,CC0 1.0,
19003,2379,CC0 1.0,
19004,2380,CC0 1.0,
19005,2381,CC0 1.0,
